provider_id,first,middle,last,dept
1991786,Kasey,M.,Hebert,Baystate Medical Practices Pioneer Womens Health
2554382,Kornelia,Moysis,Hammerschmidt,Baystate Emergency Medicine
2591981,Kate,,McIntosh,NO PRACTICE GROUP
209149,Kimberly,J.,Martins,Pediatric & Adolescent Medicine
2681865,Khristine,M.,Roxo,Baystate Neurology
237316,Julie,L.,Bordua,Baystate High Street Health Center Adult Medicine
208245,Kaitlyn,Elizabeth,Dorman,Baystate Wesson Women's Clinic
207869,Julien,D.,Ginsberg-Peltz,Baystate Emergency Medicine
207682,Kal,,Dulaimy,"Radiology and Imaging, Inc."
207571,Kathleen,K.,Menard,Baystate Emergency Medicine
207569,Julio,A.,Martinez-Silvestrini,Baystate Physical Medicine & Rehabilitation
207729,Kathleen,M.,Meyer,Baystate Newborn Medicine
208143,Khaled,M.,Abdelkader,"Baystate Primary Care, Palmer"
207834,Julius Marco,C.,Larioza,BMP Hospital Medicine
207545,Kent,Eric,Higgins,Baystate Behavioral Health - Adult Outpatient
207611,Kathleen,M.,Reccord,BMP Hospital Medicine
2358978,Kayla,Morgan,Bolduc,Baystate Gastroenterology
3182871,Jennifer,Brubaker,Sharma,Baystate Behavioral Health - Adult Psychiatric Treatment Unit
462886,Kayla,P.,O'Malley,East Point Foot and Ankle PC
2440683,Kera,A.,Monts,Baystate Medical Practices Greenfield Family Medicine
357413,Jonathan,A.,Chinea,Baystate Emergency Medicine
2467055,Keri,Alyssa,Garry,Shriners Hospital for Children
2731773,Julie,A.,Sayre,"Valley Medical Group, P.C."
229714,Kerri,D.,St. George,"Western Massachusetts Allergy, LLC"
2731688,Jonathon,Nicolas,Yee,Baystate Urology
2124030,Kayla,Rose,Lusnia,Baystate Medical Practices – Adult Medicine – South Hadley
2102972,Kevin,Anthony,Pelletier,"Pioneer Valley Urology, P.C."
611101,Kaylan,Marie,Byrne,Baystate Emergency Medicine
208780,Kevin,,Coughlin,"Ascent Dental Care, LLC"
208487,Kevin,G.,Epstein,"Orchard Medical Associates, LLC"
2731687,Judy,,Nham,Baystate High Street Health Center Adult Medicine
854638,Kevin,J.,Morine,Pioneer Valley Cardiology Associates
2744681,Jessie,Marie,Fisher,Baystate Emergency Medicine
1161667,Kevin,John,Broems,Baystate Emergency Medicine
207306,Keisha,A.,Jones,Baystate Urogynecology
2939305,Jenny,,Frances,Shriners Hospital for Children
209362,Keith,R.,Ruppel,Redwood Pediatric and Adolescent Medicine
2723298,Jill,,McCormick,NO PRACTICE GROUP
208474,Kevin,P.,Asher,"Pioneer Valley Urology, P.C."
2723299,Jing,,Qian,NO PRACTICE GROUP
207779,Kelly,A.,Lynch,The Center for Advanced Reproductive Services
2696385,Joaquin,,Carral,Community Health Center of Franklin County
2111204,Kevin,P.,Baratta,BMP Hospital Medicine
208832,Kevin,P.,Fitzgerald,"Baystate Ob/Gyn Group, Inc."
316194,Kelly,D.,Burek,Kelly Burek DPM PC
2722665,Jaai,,Deshpande,Baystate Brightwood Health Center
207542,Kevin,Patrick,Moriarty,Baystate Pediatric Surgery
209569,Jennifer,L.,Schott,"Northampton Area Pediatrics, LLP"
209223,Kevin,Thomas,Hinchey,Baystate High Street Health Center Adult Medicine
207217,Kelly,M.,Binnall,Baystate Hematology Oncology
2970354,Jamel,P.,Ortoleva,Baystate Critical Care Medicine
208358,Kevin,W.,Hulseberg,"Pioneer Valley Eye Associates, P.C."
2730070,Johanna,M.,Kasidi,Baystate Cardiology
359840,Kostas,E.,Papamarkakis,"Renal and Transplant Associates of New England, PC"
207768,Kelly,M.,Tyler,Baystate General Surgery
357539,Jennifer,Lynn,Rivers,NO PRACTICE GROUP
300021,Kranti Kiran,,Bhagi,Baystate Wesson Sleep Clinic
3143392,Jiawei,,Xu,"Springfield Anesthesia Service, Inc."
229802,Krishna,P.,Kafle,BMP Hospital Medicine
2583515,Krishnakant,,Gurjar,BMP Hospital Medicine
207738,Kelly,O.,Galster,Baystate General Surgery
2304900,Kyle,S.,Draleau,BMP Hospital Medicine
2811883,Janessa,Marie,Andrews,Baystate Brightwood Health Center
790412,Kenneth,E.,Bujold,Baystate Pediatric Hematology/Oncology
2185092,Kyle,Sage,Deaver,Baystate Cardiac Surgery
3182846,Jacky,,Huang,Baystate Cardiology
362721,Kenneth,G.,Warner,Baystate Cardiac Surgery
209352,Kyrsten,Leanne,Scott-Smith,"Baystate Ob/Gyn Group, Inc."
2805589,Jennifer,L.,Winslow,Baystate Rheumatology
2931280,Kunal,,Patel,Baystate Urogynecology
362674,Kenneth,J.,Knowles,Baystate Emergency Medicine
2930881,Karen,Sookyung,Myung,Shriners Hospital for Children
364041,Jessica,M.,Biggie,Baystate Medical Practices Pioneer Womens Health
3182867,Katie,,Johnson,Wellpoint Health Solutions LLC
2528971,Kayla,Marie Elizabeth,Woods,Baystate General Pediatrics
208889,Joshua,,Mintz,Paradigm Healthcare
2731772,Katlyn,Morgan,Hill,"Springfield Anesthesia Service, Inc."
2631719,Kenneth,P.,Patterson,"Post Acute Care Clinicians, LLC"
357079,Joshua,C.,Allgaier,BMP Hospital Medicine
1592476,Joseph,,Makris,"Radiology and Imaging, Inc."
3051875,Joohyun,,Chung,NO PRACTICE GROUP
2696523,Kerilyn,Rebecca,Barrios,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
2101886,Kayla,M.,Aliengena,"Baystate Primary Care, Palmer"
209519,John,P.,Frangie,"Pioneer Valley Ophthalmic Consultants, P.C."
359708,Kim,L.,Thornton,Boston IVF
208784,Katya,Revecca,Ford,Baystate Pathology
2721693,Kaitlin,E.,Dempsey,"Pioneer Valley Urology, P.C."
616552,John,Paul,Burton,Springfield Anesthesia Services
968688,Kathleen,,Sobo,Springfield Anesthesia Services
2970355,Katelyn,Ann,Parsons,Baystate Longmeadow Primary Care
2591260,John,,Pezzuto,NO PRACTICE GROUP
3143377,Katherine,McKemmie,Quinn,"Springfield Anesthesia Service, Inc."
2591288,Kathleen,,Szegda,NO PRACTICE GROUP
207257,Kathleen,Wicks,Zoltowski,Baystate Emergency Medicine
207947,John,R.,O'Reilly,Baystate General Pediatrics
208791,John,Richard,Kelley,Redwood Pediatric and Adolescent Medicine
207367,Kalyan,K.,Pundla,BMP Hospital Medicine
356766,Kyle,M.,Gobeil,Baystate Cardiology
209252,Kathryn,A.,Jobbins,BMP Hospital Medicine
237308,Kathryn,Anne,Savarese,Baystate Emergency Medicine
354689,Kyle,A.,Cooper,Baystate Cardiology
208824,Kathryn,B.,Wiseman,Northern Berkshire Pediatrics
1768437,John,V.,Calabrese,"Ascent Dental Care, LLC"
208323,Kathryn,Kogut,Montagna,Baystate Neurology
2275333,Kent,A.,McCann,Baystate Emergency Medicine
356308,Kathryn,Yuko,Barzilai,Baystate Community Palliative Care
209677,Jonathan,C.,Sudol,Hampden County Oral Surgery
2001534,Kumiko,Elisa,Tanaka,Baystate Women’s Health OB/GYN
207219,Kathy,E.,Troczynski,Baystate Maternal Fetal Medicine
1815133,Justine,Morgan,Trowbridge,Baystate Neurosurgery
209124,Kristine,K.,Wailgum,Baystate Home Health
207549,Katie,J.,Olsen,BMP Hospital Medicine
209491,Krishnan,,Babu,"Renal and Transplant Associates of New England, PC"
358720,Jonathan,D.,Richmond,Baystate Physical Medicine & Rehabilitation
208001,Katie,Jean,Young,Baystate Emergency Medicine
233731,Krista,T.,Kitchen,Baystate Emergency Medicine
2550193,Jonathan,J.,Pickos,Baystate Emergency Medicine
2417289,Kristen,Ashe,Ventriglia,Baystate Wesson Women's Clinic
209115,Jonathan,J.,Ross,Springfield Anesthesia Services
209553,Katie,Joan,Kelley,Springfield Anesthesia Services
207184,Katie,Joslyn,Costa,Community Health Center of Franklin County
209633,Jonathan,K.,Freeman,Baystate Pathology
2678207,Kristen,Elyse,Hyberg,Baystate Pediatric Critical Care Medicine
2547503,Kristen,,Kowal,"Radiology and Imaging, Inc."
611092,Katie,R.,Temes,Baystate Medical Practices Pioneer Womens Health
209213,Jonathan,S.,Schwab,"Northampton Area Pediatrics, LLP"
2483870,Kristen,Lynn,Mahoney,Springfield Anesthesia Services
208705,Jonathan,S.,Starkman,"Pioneer Valley Urology, P.C."
582263,Katie,S.,Nason,Baystate Thoracic Surgery
1221461,Kristen,Rose,Briody,Baystate Behavioral Health - Griswold Center
207221,Jose,A.,Martagon-Villamil,BMP Hospital Medicine
244953,Kristen,S.,Deschene,"Northampton Area Pediatrics, LLP"
2622370,Kristen,,Steidler,Baystate Vascular Services
1647162,Jose,L.,Rivadeneira Argudo,BMP Hospital Medicine
1180095,Kristin,A.,Lynch,"Northampton Area Pediatrics, LLP"
209621,Jose,M.,Vinagre,"Orchard Medical Associates, LLC"
845511,Joseph,A.,Walz,Cornerstone Kids Dentistry
2002097,Kay,Thi,OO,BMP Hospital Medicine
208480,Kristin,,Chaplin,Baystate Neurology
2417288,Joseph,B.,Sills,Baystate Emergency Medicine
3094681,Kelly,A.,Roth,"Ear, Nose & Throat Surgeons of WNE, LLC"
207896,Joseph,C.,Schmidt,Baystate Emergency Medicine
207831,Kristin,L.,Dardano,Baystate Women’s Health OB/GYN
208244,Jackie,P.,Garrett,Trinity Health of New England Medical Group
2358975,Kristin,L.,Rivera,"Valley Medical Group, P.C."
3104448,Jonathan,Eitan,Miller,Baystate Plastic Surgery
2528967,Kristin,M.,O'Sullivan,"Northampton Area Pediatrics, LLP"
207362,Jonathan,E.,Martin,Connecticut Children's Medical Center
209175,Kristin,,Stueber,Shriners Hospital for Children
1177534,Kristina,Z.,Kramer,Baystate Trauma and Acute Care Surgery
1399641,Jillian,Mary,Bongiorni,Baystate General Pediatrics
611104,Kristine,Lauren,Roth,Baystate Cardiac Surgery
2072147,Jillian,,Bonzani,Baystate Behavioral Health - Adult Partial Hospital Program
209625,Jonathan,,Slater,"Renal and Transplant Associates of New England, PC"
3094680,Kathryn,,Delaney,Baystate Maternal Fetal Medicine
207959,Kenneth,P.,Platt,Baystate Emergency Medicine
209187,Kenneth,J.,McPartland,"Kidney Care and Transplant Services of New England, PC"
1257748,Jordan,R.,Chanler-Berat,Baystate Emergency Medicine
611102,Kate,Diana,Remauro,Baystate Behavioral Health - Child Outpatient
2327469,Jordan,R.,Kight,Baystate Convenient Care
2622888,Julia,Anne,Mandsager Komatsu,Pediatric & Adolescent Medicine
208855,Julia,Deane,Millay,Springfield Anesthesia Services
1406109,Jordin,D.,Marousis,Baystate Cardiac Surgery
2676569,Julianne,,Folger,Baystate Cardiac Surgery
2177689,Julianne,,Jablonski,Baystate Cardiac Surgery
207851,Jorge,,Sotelo,Baystate Gastroenterology
209036,Julie,Ann,Sylvester,Springfield Anesthesia Services
208335,Joseph,J.,Viadero,"Post Acute Care Clinicians, LLC"
1095134,Joseph,M.,Gabriel,Baystate Hematology Oncology
1335647,Joseph,N.,Deschene,Pediatric Dental Associates
2023288,Joseph,N.,Sarcona,"Pioneer Valley Urology, P.C."
208759,Joseph,P.,Bouvier,Baystate Eye Care Group
729569,Joseph,T.,Coyne,Springfield Anesthesia Services
2417285,Josette,C.,Dawkins,Boston IVF
2586054,Josh,,Pankin,Baystate General Pediatrics
2441633,Joyce,K.,McIntyre,Shriners Hospital for Children
1592345,Brad,S.,Rosen,Springfield Anesthesia Services
912396,Olga,A.,Krasnozhen-Ratush,Baystate Pathology
2055619,Oluwaseyi,O.,Oni,Baystate Pediatric Hospital Medicine
2456578,Bracha,,Goldsweig,Baystate Pediatric Endocrinology & Diabetes
208314,Omar,,Ezziddin,Pulse Anesthesia
1625290,Ryann,Nichole,McChesney,Baystate Brightwood Health Center
2619364,Boonyanuth,,Maturostrakul,Baystate Transplant Program
208978,Oren,,Brody,Baystate Preoperative Clinic
2364541,Ryan,Patrick,Yelle,BMP Hospital Medicine
729570,Oren,W.,Johnson,"Radiology and Imaging, Inc."
924027,Ryan,Patrick,Flynn,BMP Hospital Medicine
207301,Biljana,,Simikic,Commonwealth Community Care
581866,O'Neil,J.,Green,Baystate Pulmonary
1996791,Raisa,,Atif,Baystate Geriatric Medicine (Inpatient)
209277,Bhavya,,Rajanna,BMP Hospital Medicine
2304892,Osarodion,O.,Igbinomwanhia,Holyoke Health Center
2809763,Riyana,,Khalifa,Endocrine Associates of Western Massachusetts. P.C.
208949,Bharati,N.,Reejhsinghani,"Bharati N. Reejhsinghani, M.D."
237292,Rajib,,Chakravarty,BMP Hospital Medicine
207513,Richard,Jordan,Gabor,Baystate Emergency Medicine
208866,Beverly,A.,Faille,BMP Hospital Medicine
207523,Richard,J.,Hicks,Baystate Medical Center
207797,Bethany,L.,Lacasse,BMP Hospital Medicine
1487245,Nicole,Lynn,Boone,Baystate Pediatric Surgery
1692139,Bethany,A.,Calabrese,"Pioneer Spine and Sports Physicians, P.C."
207799,Richard,H.,Steingart,Baystate Hematology Oncology
2601721,Nicole,Elizabeth,DaCampo,Wellpoint Health Solutions LLC
208518,Beth,L.,Ellingwood,Northern Berkshire Pediatrics
207815,Richard,B.,Arenas,Baystate Surgical Oncology
207963,Beth,A.,Rosen,Baystate Pediatric Neurology
209001,Richard,A.,Segool,"Pioneer Valley Pediatrics, Inc."
232681,Nicolas,,Jabbour,Baystate Surgical Oncology
208320,Bernard,D.,Clifford,"Pioneer Valley Gastroenterology Associates, P.C."
367222,Nicolas,,Cal,Trinity Health of New England Medical Group
209300,Ricardo,A.,Mujica,"West Central Family and Counseling, LTD"
554566,Nicole,,Megazzini,Baystate Convenient Care
208241,Benjamin,William,Woodard,Baystate Emergency Medicine
2586045,Bianca,,Olivieri,Baystate General Pediatrics
1430235,Rhianna,,Lajoie,Baystate Medical Practices West Side Adult Medicine
554564,Nicola,Tamsin,Sumorok,Baystate High Street Health Center Adult Medicine
207712,Rhett,Douglas,Krause,"Radiology and Imaging, Inc."
2467049,Brian,K.,Brighton,Shriners Hospital for Children
244955,Nichole,Marree,Coppez,Baystate Cardiology
2590584,Reva,,Kleppel,NO PRACTICE GROUP
1932738,Quazi,K.,Uddin,Baystate Critical Care Medicine
365446,Nicholas,,Tobin,"Western Massachusetts Psychiatric Specialists, LLC"
2591817,Reshma,,Tiwari,Baystate Convenient Care
207812,Nicholas,T.,Spellman,Baystate Physical Medicine & Rehabilitation
207771,Quinn,R.,Pack,Baystate Cardiology
1431294,Nicholas,Martin,Simonich,Baystate Cardiology
207707,Reginald,,Alouidor,Baystate Trauma and Acute Care Surgery
2768246,Ruifeng,,Zhou,Baystate Hematology Oncology
2513132,Nicholas,M.,Karr,BMP Hospital Medicine
209227,Reda,H.,Ishak,Physician Care West PC
208945,Robert,S.,Howe,"Pioneer Spine and Sports Physicians, P.C."
2545546,Rebekah,B.,Diky,Baystate Pediatric Emergency Medicine
923964,Nicole,,Torchia,BMP Hospital Medicine
209162,Robert,P.,Leavitt,"Meadows Pediatrics, P.C."
209367,Rebecca,Mary,Gurney,Baystate Medical Practices Quabbin Pediatrics Medicine
364078,Nicole,W.,Thompson,"Valley Women's Health Group, LLC"
209341,Rebecca,M.,Jones,"Rebecca M. Jones, M.D., LLC"
2330263,Nida,,Aftab,Springfield Anesthesia Services
3182861,Nicole,Ariel,Brugger,Baystate Palliative Care Inpatient Service
2364525,Rebecca,Kathleen,Walsh,BMP Hospital Medicine
209188,Rebecca,J.,Rollend,Springfield Anesthesia Services
2290980,Nupur,,Verma,"Radiology and Imaging, Inc."
1597685,Rebecca,J.,Barron,Baystate Emergency Medicine
2563482,Rebecca,,Blanchard,NO PRACTICE GROUP
2350600,Robert,Louis,Ventulett,BMP Hospital Medicine
207463,Norbert,I.,Goldfield,Baystate Brightwood Health Center
208225,Robert,Lee,Madden,"Kidney Care and Transplant Services of New England, PC"
207413,Rebecca,A.,Fisher,Baystate Cardiology
2002085,Razwana,,Khanam,BMP Hospital Medicine
207206,Noraymar,,Torres-Muniz,Baystate Brightwood Health Center
209702,Robert,J.,Campbell,Cooley Dickinson Medical Group
2031273,Noor,,Tariq,BMP Hospital Medicine
353617,Raymond,Edward,Martin,Baystate Employee Health Services
208339,Robert,J.,Austin,Austin Family Eye Care
207857,Raquel,K.,Belforti,BMP Hospital Medicine
207377,Robert,H.,Baevsky,Baystate Emergency Medicine
207885,Njogu,K.,Njuguna,Baystate Interventional Radiology
208459,Robert,E.,Byrne,"Robert E. Byrne, III, M.D."
1177535,Nishkruti,D.,Munshi,Springfield Anesthesia Services
207782,Rajiv,,Padmanabhan,Baystate Neurology
208624,Robert,S.,Wool,"Women's Health Associates of Western MA, Inc."
2547508,Nina,Marie,Devine,Baystate Brightwood Health Center
209244,Robert,D.,Tatoian,Bay State Family Podiatry
3143394,Rachel,L.,Testoni,"Springfield Anesthesia Service, Inc."
2572617,Robert,Abram,Olberg,BMP Dept. of Surgery (Orthopedics)
2622379,Nimish,N.,Shah,Baystate Cardiology
2816970,P.,,Subakeesan,Baystate Pulmonary
207328,Niloufar,,Shoushtari,"Valley Medical Group, P.C."
2591290,Paul,,Visintainer,NO PRACTICE GROUP
2073019,Nikia,Danielle,Bray,Baystate Wound Care and Hyperbaric Medicine
209545,Paula,A.,Condon,"Holyoke Pediatric Associates, LLP"
208226,Nikhil,M.,Thakkar,Springfield Anesthesia Services
1603051,Paula,,Brooks,Baystate Convenient Care
207563,Niels,,Rathlev,Baystate Emergency Medicine
1590782,Ritika,G.,Latke,Baystate Behavioral Health - Griswold Center
901495,Nidah,T.,Khan,Personal Primary Care & Weight Management
2591257,Paula,,Palmer,NO PRACTICE GROUP
209694,Nicholas,E.,Fay,Baystate Wing Emergency Medicine
1370321,Pavankumar,,Jasthi,BMP Hospital Medicine
1283490,Nicholas,Burton,Fielding,Baystate Noble Emergency Medicine
209392,Peggy,,Chien,"Holyoke Pediatric Associates, LLP"
2622494,Nha,Tri,Duong,Baystate Gastroenterology
359289,Peilan,E.,Tang,"Valley Women's Health Group, LLC"
363820,Riffat,,Sabir,BMP Hospital Medicine
257195,Ngoc-Quynh,Nguyen,Wells,Baystate Developmental Behavioral Pediatrics
207613,Peter,David,Friedmann,Baystate Mason Square Neighborhood Health Center
2583519,Riddhima,Vishwas,Naik,BMP Hospital Medicine
1985781,Naomi,Hope,Cosmus,Baystate Women’s Health OB/GYN
2585500,Peter,,DePergola,NO PRACTICE GROUP
208476,Nandakumar,,Ponnusamy,Springfield Anesthesia Services
364027,Peter,J.,Dain,IPC Hospitalists of New England
209007,Nancy,,O'Neil,Springfield Anesthesia Services
2102835,Paul,T.,Cabral,"Valley Medical Group, P.C."
207379,Richard,W.,Conroy,Baystate Geriatric Medicine (Inpatient)
208169,Peter,J.,Drennan,Springfield Medical Associates
207160,Nancy,D.,Logan,Baystate Cardiology
209077,Peter,J.,Kelly,Ophthalmology Services
208492,Nancy,A.,Balin,Balin Eye & Laser Center
209384,Nakul,,Ravikumar,Baystate Critical Care Medicine
207475,Nageshwar,R.,Jonnalagadda,BMP Hospital Medicine
208259,Richard,S.,Warner,"Richard S. Warner, M.D., P.C."
209484,Peter,T.,Demos,"Peter T. Demos, M.D. P.C."
361707,Nadia,A.,Villarroel,Baystate Emergency Medicine
1978462,Peter,T.,Morton,Baystate General Pediatrics
207314,Peter,,Thunfors,Baystate Behavioral Health - Child Outpatient
207978,Phanthila,,Singhaviranon,Baystate General Pediatrics
2970352,Nicole,M.,Clemente,"Baystate Primary Care, Westfield"
1742042,Richard,,Ogbuji,Baystate Neurosurgery
2731774,Nicole,,Marceau-Reuter,"Baystate Primary Care, Palmer"
2730069,Nicole,Marie,Mattson,Baystate Cardiac Surgery
207484,Phyllis,,Owusu-Griffin,Baystate Medical Practices West Side Adult Medicine
1978754,Natasha,Thivya,Thiagalingam,Baystate General Pediatrics
209455,Pierre,R.,Alfred,Eye & Lasik Center
2595999,Natalee,Shea,Georgantas,Baystate Convenient Care
2586059,Robert,,Soohey,Baystate General Pediatrics
2596534,Pratyusha,,Bollimunta,BMP Hospital Medicine
3182852,Nawar,Zakir,Paracha,BMP Hospital Medicine
209338,Priya,S.,Malik,Pediatric & Adolescent Medicine
2591983,Natalia,,Shcherbakova,NO PRACTICE GROUP
2809750,Rebecca,R.,Soares,"New England Retina Consultants, PC"
806297,Priyanka,,Deb,"Radiology and Imaging, Inc."
1208757,Natalya,P.,Maharaj,Baystate Pediatric Hospital Medicine
208490,Peter,J.,Everett,"Northampton Area Pediatrics, LLP"
208399,Neil,Roy,Connelly,Springfield Anesthesia Services
2727901,Rawad,,Elias,Baystate Hematology Oncology
208332,Paul,S.,Salva,Pediatric Pulmonology of Western New England
208347,Paul,S.,Gerstein,Baystate Behavioral Health - Griswold Center
207880,Neha,,Malhotra,Baystate Endocrinology
356024,Ryan,L.,Clark,Baystate Emergency Medicine
207701,Ned,I.,Rudnitzky,Baystate Emergency Medicine
1733710,Ryan,D.,Kindle,Baystate Critical Care Medicine
208467,Neal,S.,Lakritz,Springfield Medical Associates
207293,Pamela,Jean,Behrens,Baystate Urogynecology
356610,Ruth,H.,Ebert,Springfield Anesthesia Services
207924,Neal,E.,Seymour,Baystate General Surgery
207600,Patricia,Orme,Shea,Baystate Emergency Medicine
208406,Ruth,A.,Potee,"Valley Medical Group, P.C."
209062,Patricia,P.,Martin,"Patricia P. Martin, Ph.D."
207330,Neal,Christopher,Hadro,Baystate Vascular Services
208373,Patricia,P.,Petrosky,"Holyoke Pediatric Associates, LLP"
207651,Rulour,B.,Torio,"Baystate Primary Care, Westfield"
209744,Rukmini,M.,Kashikar,Baystate Pathology
209697,Ruben,,Vaidya,Baystate Newborn Medicine
2055633,Patricia,,Zubini Weiss,Baystate Mason Square Neighborhood Health Center
2601723,Nathaniel,T.,Moriarty,"Springfield Anesthesia Service, Inc."
208348,Roxanne,R.,Florence,Baystate Pathology
355745,Patrick,,Felton,Baystate Emergency Medicine
775625,Nathan,T.,Wilson,Baystate Emergency Medicine
2148933,Roxanne,Natalia,Wilkins,Baystate Endocrinology
209445,Patrick,Matthew,Jones,Springfield Podiatry Associates
209442,Nathan,P.,Somers,Baystate Behavioral Health - Child Outpatient
2681860,Roula,,Elkhoury,BMP Hospital Medicine
362548,Patrick,R.,Gibson,Springfield Medical Associates
360778,Patrick,W.,Edmunds,Connecticut Valley Oral Surgery Associates
1140111,Nathan,J.,Macedo,Baystate Medical Practices Greenfield Family Medicine
208702,Patrycia,Witwicki,Dube,Hampshire Cardiovascular Associates
207278,Nathan,J.,Abare,Baystate Preoperative Clinic
208535,Nathalie,Corinne,Rioux,"Pioneer Valley Ophthalmic Consultants, P.C."
1431289,Natalie,E.,Hill,Baystate Community Palliative Care
1161665,Paul,A.,Pirraglia,Baystate High Street Health Center Adult Medicine
367024,Norah,J.,McIntyre,Baystate Emergency Medicine
207427,Rose,L.,Cesar,Baystate Gastroenterology
3051404,Yi Xiang,,Teo,Baystate Pulmonary
208871,Peter,A.,Vieira,Springfield Anesthesia Services
3012808,Yunus Emre,,Demirhan,BMP Hospital Medicine
2023866,Yael,L.,Tarshish,Baystate Palliative Care Inpatient Service
2102971,Yamuna,T.,Carey,Baystate Trauma and Acute Care Surgery
2304899,Yanming,,Chen,BMP Hospital Medicine
789369,Peter,B.,Koppenheffer,Baystate Medical Practices Greenfield Family Medicine
207835,Rony,M.,Ghaoui,Baystate Gastroenterology
755113,Yanqun,,Dong,Baystate Radiation Oncology
1708056,Yelisei,,Murauski,Baystate Orthopedic Surgery
208924,Philip,,Moraitis,"Springfield Eye Associates, Inc."
730485,Yesenia,,Greeff,Baystate Gastroenterology
207353,Philip,S.,Hsu,Baystate Neurology
247715,Ronald,Roy,Leombruno,Baystate Medical Practices – Adult Medicine – South Hadley
712049,Yiming,A.,Ching,Baystate Vascular Services
208470,Piyush,R.,Johari,"Piyush R. Johari, M.D."
209424,Ronald,N.,Paasch,"Pioneer Spine and Sports Physicians, P.C."
358425,Ylfa,Y.,Perry,Baystate Convenient Care
209289,Paul,Joseph,Helmuth,"Valley Medical Associates, P.C."
2547504,Yousuf,J.,Allawala,Psych Care Associates PC
357187,Paul,H.,Oppenheimer,BMP Hospital Medicine
446294,Yu,G.,Zeng,"Radiology and Imaging, Inc."
1102696,Paul,G.,Silvi,Baystate Cardiac Surgery
207438,Ronald,,Beauzile,"Baystate Medical Practices Quabbin Adult Medicine, Belchertown"
208424,Paul,,Azimov,Family Physiatry PC
207357,Rohini,S.,Harvey,Baystate Pediatric Hospital Medicine
2172314,Patrick,C.,Chambers,Baystate Emergency Medicine
2789881,Yvonne,Y.,Cheung,"Springfield Anesthesia Service, Inc."
3143398,Winifred,C.,Connerton,Baystate Midwifery and Women's Health
209046,William,T.,McGee,Baystate Critical Care Medicine
791886,William,,Mohn,Baystate Emergency Medicine
207614,Patricia,E.,Bailey-Sarnelli,Baystate Women’s Health OB/GYN
207182,Pamela,S.,McLean,Baystate Preoperative Clinic
207828,William,Jacob,House,Baystate Neurology
2601724,Pamela,S.,Kim,Center for Vein Restoration
2624703,William,J.,Selove,Baystate Pathology
356611,Prarthna,Venkatesh,Bhardwaj,Baystate Hematology Oncology
209202,William,J.,Bontempi,"Berkshire Facial Surgery, Inc."
1134993,Rochelly,Martinez,Maldonado,Baystate Midwifery and Women's Health
250605,Rochelle,S.,McLaren,Springfield Anesthesia Services
208731,William,E.,Swanson,"Pioneer Valley Urology, P.C."
209674,Poornachandran,,Manikantan,Springfield Anesthesia Services
207961,Robin,,Gottlieb,Baystate Physical Medicine & Rehabilitation
207165,Patricia,A.,Watson,Baystate Convenient Care
207954,Robert,W.,Rothstein,Baystate Newborn Medicine
358882,Richard,L.,Szal,Community Health Center of Franklin County
207998,Rachel,Ellen,Belisle,Baystate Emergency Medicine
446052,Rahul,M.,Jawale,Baystate Pathology
2304889,Robert,W.,Regenhardt,Baystate Neurology
1853235,Rachel,Christina,Ricci,Baystate Neurology
209617,Raghuveer,R.,Rakasi,BMP Hospital Medicine
1102691,Rachel,A.,Rahn,Baystate Behavioral Health - Griswold Center
207507,Richard,M.,Engelman,Baystate Cardiac Surgery
1921575,Raffi,,Miller,Holyoke Health Center
2681853,Richard,Louis,Agag,The DIEP Group CT LLC
208199,Rachel,A.,Ivker,New England Dermatology & Laser Center
209604,Raymond,E.,Hubbe,Eye Physicians of Northampton
2722666,Rashea,,Banks,Baystate Women’s Health OB/GYN
208398,Rakesh,,Talati,Baystate Emergency Medicine
462681,Raju,K.,Panta,Baystate Endocrinology
2304909,Raffaele,Vincenzo,Albano,Baystate Cardiac Surgery
364410,Rachel,,Tartaglia,Pediatric Services of Springfield
208666,Rachel,R.,Broudy,Pioneer Valley Hospice and Palliative Care
713459,Rachel,Marie Burke,Mao,Baystate Gastroenterology
1844821,Rachel,M.,Carr,Baystate Neurology
209133,Rachel,Jane,Hamlett,Baystate Neurosurgery
357676,Rachel,H.,Graber,Baystate Medical Practices Pioneer Womens Health
207587,Emily,Katrine,Patno,Baystate Cardiology
2111195,Twara,K.,Tarasaria,BMP Hospital Medicine
207290,Tashanna,K.,Myers,Baystate Gynecologic Oncology
207374,John,F.,Peluso,Baystate Medical Practices Wilbraham Adult Medicine
208263,Theodore,P.,Mason,"Ear, Nose & Throat Surgeons of WNE, LLC"
2245152,Jordesha,M.,Hodge,Baystate Endocrinology
209031,Edward,K.,Ryter,Baystate Medical Practices – Adult Medicine – South Hadley
209687,Tamer,,Bahgat,New England Orthopedic Surgeons
208799,John,F.,Warren,Eye & Lasik Center
208772,Edward,A.,Pacitti,New England Orthopedic Surgeons
1813961,John,J.,Fialkovich,Baystate Emergency Medicine
1221458,Eva,M.,Mok,Baystate Wesson Sleep Clinic
208293,Eva,,Karacsonyi,Cooley Dickinson Medical Group
207343,Theresa,Anne,Lind,Baystate Medical Practices – Adult Medicine – South Hadley
2015642,Simone,Esther,Masson,Baystate Memory Assessment and Care Clinic
207878,Ernest,K.,DiNino,Baystate Pulmonary
